Theory	SID	TID	Binding	NLSentence	OrigSentences	Triple/RuleIDs	Triples/Rule
AttNoneg12-theory	sent10	1729		A person being big and rough makes them cold towards others but that also means that they are kind.	If someone is cold and big and rough then they are kind.	rule6	((("someone" "is" "cold" "+") ("someone" "is" "big" "+") ("someone" "is" "rough" "+")) -> ("someone" "is" "kind" "+"))

AttNoneg13-theory	sent1	12	Alan	Alan is rough, round and young but also red.	Alan is young. Alan is round. Alan is rough. Alan is red. 	triple1 triple2 triple3 triple4 	("Alan" "is" "young" "+") ("Alan" "is" "round" "+") ("Alan" "is" "rough" "+") ("Alan" "is" "red" "+") 
AttNoneg13-theory	sent2	647	Bob	Bob is so young and darling he is kind to all the old people on the block.	Bob is young. Bob is kind. 	triple5 triple6 	("Bob" "is" "young" "+") ("Bob" "is" "kind" "+") 
AttNoneg13-theory	sent3	362	Harry	Harry was born only a few years ago so he is young.	Harry is young. 	triple7 	("Harry" "is" "young" "+") 
AttNoneg13-theory	sent4	1228		I know anyone I meet who is big, nice, and round will be young.	If someone is big and nice and round then they are young.	rule1	((("someone" "is" "big" "+") ("someone" "is" "nice" "+") ("someone" "is" "round" "+")) -> ("someone" "is" "young" "+"))
AttNoneg13-theory	sent5	1458		I've noticed that someone with a round shape is also green.	If someone is round then they are green.	rule2	((("someone" "is" "round" "+")) -> ("someone" "is" "green" "+"))
AttNoneg13-theory	sent6	1573		Round green people usually feel blue.	If someone is round and green then they are blue.	rule3	((("someone" "is" "round" "+") ("someone" "is" "green" "+")) -> ("someone" "is" "blue" "+"))
AttNoneg13-theory	sent7	1771		People that are red and blue and green at the same time have a reason to be cold.	If someone is red and blue and green then they are cold.	rule4	((("someone" "is" "red" "+") ("someone" "is" "blue" "+") ("someone" "is" "green" "+")) -> ("someone" "is" "cold" "+"))
AttNoneg13-theory	sent8	2019		Someone that is red and blue because they are cold are also round.	If someone is blue and red and cold then they are round.	rule5	((("someone" "is" "blue" "+") ("someone" "is" "red" "+") ("someone" "is" "cold" "+")) -> ("someone" "is" "round" "+"))
AttNoneg13-theory	sent9	2094		If someone is feeling blue and round in shape they are usually nice.	If someone is blue and round then they are nice.	rule6	((("someone" "is" "blue" "+") ("someone" "is" "round" "+")) -> ("someone" "is" "nice" "+"))

AttNoneg14-theory	sent1	331	Bob	Young Bob is wearing green pants.	Bob is young. Bob is green. 	triple1 triple2 	("Bob" "is" "young" "+") ("Bob" "is" "green" "+") 
AttNoneg14-theory	sent2	528	Dave	Dave has a round,red,rough looking face with kind eyes.	Dave is round. Dave is rough. Dave is red. Dave is kind. 	triple3 triple4 triple5 triple6 	("Dave" "is" "round" "+") ("Dave" "is" "rough" "+") ("Dave" "is" "red" "+") ("Dave" "is" "kind" "+") 
AttNoneg14-theory	sent3	442	Harry	Harry is big and seems cold, but he's just green. Really, he is nice and often red with laughter.	Harry is red. Harry is nice. Harry is green. Harry is cold. Harry is big. 	triple7 triple8 triple9 triple10 triple11 	("Harry" "is" "red" "+") ("Harry" "is" "nice" "+") ("Harry" "is" "green" "+") ("Harry" "is" "cold" "+") ("Harry" "is" "big" "+") 
AttNoneg14-theory	sent4	896		A young person with rough red skin is downhearted and blue.	If someone is rough and young and red then they are blue.	rule1	((("someone" "is" "rough" "+") ("someone" "is" "young" "+") ("someone" "is" "red" "+")) -> ("someone" "is" "blue" "+"))
AttNoneg14-theory	sent5	1097		A big, blue person who is kind is also round.	If someone is blue and kind and big then they are round.	rule2	((("someone" "is" "blue" "+") ("someone" "is" "kind" "+") ("someone" "is" "big" "+")) -> ("someone" "is" "round" "+"))
AttNoneg14-theory	sent6	1674		A big and blue colored person is also certainly very kind.	If someone is blue and big then they are kind.	rule3	((("someone" "is" "blue" "+") ("someone" "is" "big" "+")) -> ("someone" "is" "kind" "+"))
AttNoneg14-theory	sent7	1765		Big, green people that feel blue are mostly young.	If someone is big and green and blue then they are young.	rule4	((("someone" "is" "big" "+") ("someone" "is" "green" "+") ("someone" "is" "blue" "+")) -> ("someone" "is" "young" "+"))
AttNoneg14-theory	sent8	2120		All men who happen to be red and big, will also be blue.	If someone is red and big then they are blue.	rule5	((("someone" "is" "red" "+") ("someone" "is" "big" "+")) -> ("someone" "is" "blue" "+"))

AttNoneg15-theory	sent1	549	Bob	Bob is interestingly colored red and blue, and is also very kind.	Bob is red. Bob is kind. Bob is blue. 	triple1 triple2 triple3 	("Bob" "is" "red" "+") ("Bob" "is" "kind" "+") ("Bob" "is" "blue" "+") 
AttNoneg15-theory	sent2	582	Dave	Although Dave is seen as nice and round, his days of playing football have made him quite rough.	Dave is round. Dave is rough. Dave is nice. 	triple4 triple5 triple6 	("Dave" "is" "round" "+") ("Dave" "is" "rough" "+") ("Dave" "is" "nice" "+") 
AttNoneg15-theory	sent3	423	Eric	They always call him rough Eric.	Eric is rough. 	triple7 	("Eric" "is" "rough" "+") 
AttNoneg15-theory	sent4	89	Harry	Young Harry is a big, cold, rough person.	Harry is young. Harry is rough. Harry is cold. Harry is big. 	triple8 triple9 triple10 triple11 	("Harry" "is" "young" "+") ("Harry" "is" "rough" "+") ("Harry" "is" "cold" "+") ("Harry" "is" "big" "+") 
AttNoneg15-theory	sent5	1334		A rough, big soul is sure to be nice, too.	If someone is rough and big then they are nice.	rule1	((("someone" "is" "rough" "+") ("someone" "is" "big" "+")) -> ("someone" "is" "nice" "+"))
AttNoneg15-theory	sent6	1993		People that are big but also green, may ultimately be very nice.	If someone is big and green then they are nice.	rule2	((("someone" "is" "big" "+") ("someone" "is" "green" "+")) -> ("someone" "is" "nice" "+"))
AttNoneg15-theory	sent7	2012		Big people who at the same time are cold hearted and nice are a conundrum but they are also kind.	If someone is cold and nice and big then they are kind.	rule3	((("someone" "is" "cold" "+") ("someone" "is" "nice" "+") ("someone" "is" "big" "+")) -> ("someone" "is" "kind" "+"))
AttNoneg15-theory	sent8	2144		Everyone knows that if you are cold, kind, and big, it goes without saying that you are round.	If someone is cold and kind and big then they are round.	rule4	((("someone" "is" "cold" "+") ("someone" "is" "kind" "+") ("someone" "is" "big" "+")) -> ("someone" "is" "round" "+"))
AttNoneg15-theory	sent9	2199		A cold, red, kind soul will also prove to be nice.	If someone is kind and cold and red then they are nice.	rule5	((("someone" "is" "kind" "+") ("someone" "is" "cold" "+") ("someone" "is" "red" "+")) -> ("someone" "is" "nice" "+"))

AttNoneg16-theory	sent1	591	Alan	Alan had big, red, round cheeks.	Alan is round. Alan is red. Alan is big. 	triple1 triple2 triple3 	("Alan" "is" "round" "+") ("Alan" "is" "red" "+") ("Alan" "is" "big" "+") 
AttNoneg16-theory	sent2	533	Dave	Big Dave is still young so it's easy for him to be kind.	Dave is young. Dave is kind. Dave is big. 	triple4 triple5 triple6 	("Dave" "is" "young" "+") ("Dave" "is" "kind" "+") ("Dave" "is" "big" "+") 
AttNoneg16-theory	sent3	417	Fred	Fred ate some rotten meat and now feels green.	Fred is green. 	triple7 	("Fred" "is" "green" "+") 
AttNoneg16-theory	sent4	291	Harry	Even though Harry is still young, he is already very round.  Harry is a nice guy and when he gets cold his skin turns blue.	Harry is young. Harry is round. Harry is nice. Harry is cold. Harry is blue. 	triple8 triple9 triple10 triple11 triple12 	("Harry" "is" "young" "+") ("Harry" "is" "round" "+") ("Harry" "is" "nice" "+") ("Harry" "is" "cold" "+") ("Harry" "is" "blue" "+") 
AttNoneg16-theory	sent5	665		When a young person has a round shape and feels blue, they will be green as well.	If someone is blue and round and young then they are green.	rule1	((("someone" "is" "blue" "+") ("someone" "is" "round" "+") ("someone" "is" "young" "+")) -> ("someone" "is" "green" "+"))
AttNoneg16-theory	sent6	792		Santa Claus is red and kind. He is also very nice, especially to children.	If someone is red and kind then they are nice.	rule2	((("someone" "is" "red" "+") ("someone" "is" "kind" "+")) -> ("someone" "is" "nice" "+"))
AttNoneg16-theory	sent7	1166		A nice person who is always seen to be wearing green clothes will be rather big in size.	If someone is green and nice then they are big.	rule3	((("someone" "is" "green" "+") ("someone" "is" "nice" "+")) -> ("someone" "is" "big" "+"))
AttNoneg16-theory	sent8	1710		Anyone who's got young, round and big traits is bound to have a red trait, too.	If someone is young and big and round then they are red.	rule4	((("someone" "is" "young" "+") ("someone" "is" "big" "+") ("someone" "is" "round" "+")) -> ("someone" "is" "red" "+"))
AttNoneg16-theory	sent9	2190		A big and round shaped, blue person will be cold for sure.	If someone is round and blue and big then they are cold.	rule5	((("someone" "is" "round" "+") ("someone" "is" "blue" "+") ("someone" "is" "big" "+")) -> ("someone" "is" "cold" "+"))
AttNoneg16-theory	sent10	2256		Round, nice people are normally cold and nasty.	If someone is round and nice then they are cold.	rule6	((("someone" "is" "round" "+") ("someone" "is" "nice" "+")) -> ("someone" "is" "cold" "+"))

AttNoneg17-theory	sent1	466	Alan	Alan is sometimes cold and blue, but he can also be kind and big.	Alan is kind. Alan is cold. Alan is blue. Alan is big. 	triple1 triple2 triple3 triple4 	("Alan" "is" "kind" "+") ("Alan" "is" "cold" "+") ("Alan" "is" "blue" "+") ("Alan" "is" "big" "+") 
AttNoneg17-theory	sent2	78	Dave	Dave grew up in a family with six other boys and that make him a rough guy.  Right now he's feeling blue because his dog is sick.	Dave is rough. Dave is blue. 	triple5 triple6 	("Dave" "is" "rough" "+") ("Dave" "is" "blue" "+") 
AttNoneg17-theory	sent3	169	Eric	Eric is big and rough looking but is very nice and kind.	Eric is rough. Eric is nice. Eric is kind. Eric is big. 	triple7 triple8 triple9 triple10 	("Eric" "is" "rough" "+") ("Eric" "is" "nice" "+") ("Eric" "is" "kind" "+") ("Eric" "is" "big" "+") 
AttNoneg17-theory	sent4	627	Gary	Red Gary is what folks call him, because he is quite red.	Gary is red. 	triple11 	("Gary" "is" "red" "+") 
AttNoneg17-theory	sent5	1003		Someone who is cold, big, and rough is always green, as a rule.	If someone is cold and big and rough then they are green.	rule1	((("someone" "is" "cold" "+") ("someone" "is" "big" "+") ("someone" "is" "rough" "+")) -> ("someone" "is" "green" "+"))
AttNoneg17-theory	sent6	1133		Round people who feel rough also always feel cold,.	If someone is round and rough then they are cold.	rule2	((("someone" "is" "round" "+") ("someone" "is" "rough" "+")) -> ("someone" "is" "cold" "+"))
AttNoneg17-theory	sent7	1374		If someone is green skinned and has a big nose then you'll find that they often are nice to their family.	If someone is green and big then they are nice.	rule3	((("someone" "is" "green" "+") ("someone" "is" "big" "+")) -> ("someone" "is" "nice" "+"))
AttNoneg17-theory	sent8	1484		A quite nice person will certainly be red.	If someone is nice then they are red.	rule4	((("someone" "is" "nice" "+")) -> ("someone" "is" "red" "+"))
AttNoneg17-theory	sent9	1713		Big people are also round people.	If someone is big then they are round.	rule5	((("someone" "is" "big" "+")) -> ("someone" "is" "round" "+"))
AttNoneg17-theory	sent10	1729		A person being big and rough makes them cold towards others but that also means that they are kind.	If someone is cold and big and rough then they are kind.	rule6	((("someone" "is" "cold" "+") ("someone" "is" "big" "+") ("someone" "is" "rough" "+")) -> ("someone" "is" "kind" "+"))

AttNoneg18-theory	sent1	461	Dave	Dave is blue and cold.	Dave is cold. Dave is blue. 	triple1 triple2 	("Dave" "is" "cold" "+") ("Dave" "is" "blue" "+") 
AttNoneg18-theory	sent2	173	Eric	Even though Eric is big and round, he is cold much of the time.	Eric is round. Eric is cold. Eric is big. 	triple3 triple4 triple5 	("Eric" "is" "round" "+") ("Eric" "is" "cold" "+") ("Eric" "is" "big" "+") 
AttNoneg18-theory	sent3	417	Gary	Gary ate some rotten meat and now feels green.	Gary is green. 	triple6 	("Gary" "is" "green" "+") 
AttNoneg18-theory	sent4	5	Harry	Harry felt young and rough. He made himself red, green, and blue.	Harry is young. Harry is rough. Harry is red. Harry is green. Harry is blue. 	triple7 triple8 triple9 triple10 triple11 	("Harry" "is" "young" "+") ("Harry" "is" "rough" "+") ("Harry" "is" "red" "+") ("Harry" "is" "green" "+") ("Harry" "is" "blue" "+") 
AttNoneg18-theory	sent5	761		Kind young people are red.	If someone is kind and young then they are red.	rule1	((("someone" "is" "kind" "+") ("someone" "is" "young" "+")) -> ("someone" "is" "red" "+"))
AttNoneg18-theory	sent6	1231		Try to cheer up those young folks that are rough and kind, for they are very likely feeling blue.	If someone is kind and rough and young then they are blue.	rule2	((("someone" "is" "kind" "+") ("someone" "is" "rough" "+") ("someone" "is" "young" "+")) -> ("someone" "is" "blue" "+"))
AttNoneg18-theory	sent7	1564		Blue, young and round people are usually big.	If someone is blue and young and round then they are big.	rule3	((("someone" "is" "blue" "+") ("someone" "is" "young" "+") ("someone" "is" "round" "+")) -> ("someone" "is" "big" "+"))
AttNoneg18-theory	sent8	1601		If you are big and young then your are also nice.	If someone is big and young then they are nice.	rule4	((("someone" "is" "big" "+") ("someone" "is" "young" "+")) -> ("someone" "is" "nice" "+"))
AttNoneg18-theory	sent9	1646		Color anybody red and blue, then make them rough, and they will surely be round.	If someone is blue and rough and red then they are round.	rule5	((("someone" "is" "blue" "+") ("someone" "is" "rough" "+") ("someone" "is" "red" "+")) -> ("someone" "is" "round" "+"))
AttNoneg18-theory	sent10	2152		People who are considered rough, blue, and nice, are also green.	If someone is rough and blue and nice then they are green.	rule6	((("someone" "is" "rough" "+") ("someone" "is" "blue" "+") ("someone" "is" "nice" "+")) -> ("someone" "is" "green" "+"))

AttNoneg19-theory	sent1	35	Bob	Bob always goes out of his way to show that he is kind to people.	Bob is kind. 	triple1 	("Bob" "is" "kind" "+") 
AttNoneg19-theory	sent2	549	Dave	Dave is interestingly colored red and blue, and is also very kind.	Dave is red. Dave is kind. Dave is blue. 	triple2 triple3 triple4 	("Dave" "is" "red" "+") ("Dave" "is" "kind" "+") ("Dave" "is" "blue" "+") 
AttNoneg19-theory	sent3	417	Eric	Eric ate some rotten meat and now feels green.	Eric is green. 	triple5 	("Eric" "is" "green" "+") 
